machine_id,timestamp,temperature_c,vibration_mm_s,current_a,pressure_bar,status
PKG-L3,2026-06-10T13:57:00,66.17,2.39,10.97,6.79,normal
PKG-L3,2026-06-10T13:58:00,58.54,3.9,9.77,6.56,normal
PKG-L3,2026-06-10T13:59:00,65.8,3.89,9.48,6.82,normal
PKG-L3,2026-06-10T14:00:00,66.72,3.62,10.68,6.69,normal
PKG-L3,2026-06-10T14:01:00,61.69,3.25,9.43,5.92,normal
PKG-L3,2026-06-10T14:02:00,66.75,3.74,8.14,6.5,normal
PKG-L3,2026-06-10T14:03:00,67.48,4.43,10.52,6.58,normal
PKG-L3,2026-06-10T14:04:00,64.27,4.02,9.85,6.56,normal
PKG-L3,2026-06-10T14:05:00,63.07,2.63,10.62,7.29,normal
PKG-L3,2026-06-10T14:06:00,66.29,3.05,10.21,6.33,normal
PKG-L3,2026-06-10T14:07:00,68.53,3.15,10.32,7.76,normal
PKG-L3,2026-06-10T14:08:00,66.2,2.75,10.07,7.14,normal
PKG-L3,2026-06-10T14:09:00,65.45,2.34,11.42,6.6,normal
PKG-L3,2026-06-10T14:10:00,72.49,3.85,10.05,7.18,normal
PKG-L3,2026-06-10T14:11:00,65.27,3.71,10.98,6.55,normal
PKG-L3,2026-06-10T14:12:00,62.43,3.82,10.17,6.68,normal
PKG-L3,2026-06-10T14:13:00,61.18,3.45,12.56,6.48,normal
PKG-L3,2026-06-10T14:14:00,65.1,4.05,10.42,6.94,normal
PKG-L3,2026-06-10T14:15:00,60.75,3.46,10.31,7.1,normal
PKG-L3,2026-06-10T14:16:00,69.75,4.75,11.08,6.9,normal
PKG-L3,2026-06-10T14:17:00,65.78,2.99,10.84,6.71,normal
PKG-L3,2026-06-10T14:18:00,65.67,3.99,9.49,7.14,normal
PKG-L3,2026-06-10T14:19:00,70.27,3.13,8.38,6.62,normal
PKG-L3,2026-06-10T14:20:00,70.19,3.19,9.5,6.65,normal
PKG-L3,2026-06-10T14:21:00,68.36,3.53,10.26,6.69,normal
PKG-L3,2026-06-10T14:22:00,63.43,2.65,12.12,6.7,normal
PKG-L3,2026-06-10T14:23:00,69.87,4.11,11.5,6.67,normal
PKG-L3,2026-06-10T14:24:00,66.61,3.19,9.6,6.9,normal
PKG-L3,2026-06-10T14:25:00,60.28,3.91,10.04,6.86,normal
PKG-L3,2026-06-10T14:26:00,66.13,3.04,11.09,6.66,normal
PKG-L3,2026-06-10T14:27:00,68.49,2.39,10.63,7.38,normal
PKG-L3,2026-06-10T14:28:00,61.0,2.79,11.01,6.85,normal
PKG-L3,2026-06-10T14:29:00,66.4,3.49,11.13,7.13,normal
PKG-L3,2026-06-10T14:30:00,66.64,3.06,11.17,7.37,normal
PKG-L3,2026-06-10T14:31:00,64.47,2.62,11.61,6.76,normal
PKG-L3,2026-06-10T14:32:00,56.31,3.71,9.96,6.77,normal
PKG-L3,2026-06-10T14:33:00,66.33,3.31,11.21,6.67,normal
PKG-L3,2026-06-10T14:34:00,67.05,3.04,11.24,6.98,normal
PKG-L3,2026-06-10T14:35:00,61.26,3.85,9.96,7.04,normal
PKG-L3,2026-06-10T14:36:00,66.47,4.3,10.28,6.7,normal
PKG-L3,2026-06-10T14:37:00,64.92,3.02,11.3,6.32,normal
PKG-L3,2026-06-10T14:38:00,60.79,2.56,11.45,7.31,normal
PKG-L3,2026-06-10T14:39:00,64.58,3.1,10.57,7.15,normal
PKG-L3,2026-06-10T14:40:00,61.29,3.34,11.48,6.95,normal
PKG-L3,2026-06-10T14:41:00,65.76,3.8,7.8,7.0,normal
PKG-L3,2026-06-10T14:42:00,62.38,2.1,11.01,7.21,normal
PKG-L3,2026-06-10T14:43:00,64.45,3.77,12.11,7.19,normal
PKG-L3,2026-06-10T14:44:00,71.56,3.65,10.58,6.32,normal
PKG-L3,2026-06-10T14:45:00,64.02,2.69,12.67,6.75,normal
PKG-L3,2026-06-10T14:46:00,65.49,3.53,10.54,7.31,normal
PKG-L3,2026-06-10T14:47:00,62.51,3.32,9.76,6.4,normal
PKG-L3,2026-06-10T14:48:00,62.55,3.18,10.07,6.59,normal
PKG-L3,2026-06-10T14:49:00,59.37,3.15,9.0,7.03,normal
PKG-L3,2026-06-10T14:50:00,65.33,2.33,10.19,6.57,normal
PKG-L3,2026-06-10T14:51:00,66.28,4.0,8.62,6.83,normal
PKG-L3,2026-06-10T14:52:00,64.36,3.6,10.71,6.57,normal
PKG-L3,2026-06-10T14:53:00,63.72,2.72,11.58,6.81,normal
PKG-L3,2026-06-10T14:54:00,72.6,3.16,9.79,6.35,normal
PKG-L3,2026-06-10T14:55:00,57.79,2.25,10.77,6.95,normal
PKG-L3,2026-06-10T14:56:00,58.68,3.74,10.02,6.84,normal
PKG-L3,2026-06-10T14:57:00,71.45,3.74,10.23,6.53,normal
PKG-L3,2026-06-10T14:58:00,56.39,2.77,10.29,6.5,normal
PKG-L3,2026-06-10T14:59:00,64.47,3.25,10.28,6.6,normal
PKG-L3,2026-06-10T15:00:00,65.67,3.47,9.41,7.22,normal
PKG-L3,2026-06-10T15:01:00,64.61,3.21,11.21,6.87,normal
PKG-L3,2026-06-10T15:02:00,68.81,3.37,9.89,6.91,normal
PKG-L3,2026-06-10T15:03:00,60.43,3.27,10.47,6.74,normal
PKG-L3,2026-06-10T15:04:00,64.49,2.07,9.95,6.83,normal
PKG-L3,2026-06-10T15:05:00,65.64,2.58,11.77,6.54,normal
PKG-L3,2026-06-10T15:06:00,68.88,3.46,9.85,7.33,normal
PKG-L3,2026-06-10T15:07:00,60.23,3.75,11.5,6.6,normal
PKG-L3,2026-06-10T15:08:00,70.57,3.05,10.79,6.88,normal
PKG-L3,2026-06-10T15:09:00,64.46,3.69,11.29,6.28,normal
PKG-L3,2026-06-10T15:10:00,70.22,2.2,11.53,7.14,normal
PKG-L3,2026-06-10T15:11:00,60.64,2.95,9.39,6.74,normal
PKG-L3,2026-06-10T15:12:00,63.77,3.67,11.81,7.22,normal
PKG-L3,2026-06-10T15:13:00,62.75,3.07,8.82,6.56,normal
PKG-L3,2026-06-10T15:14:00,68.86,4.17,9.27,6.62,normal
PKG-L3,2026-06-10T15:15:00,64.89,3.37,9.69,6.93,normal
PKG-L3,2026-06-10T15:16:00,63.1,3.19,11.05,6.8,normal
PKG-L3,2026-06-10T15:17:00,63.25,3.13,10.41,6.69,normal
PKG-L3,2026-06-10T15:18:00,63.96,4.16,11.06,6.71,normal
PKG-L3,2026-06-10T15:19:00,67.79,3.0,11.67,6.91,normal
PKG-L3,2026-06-10T15:20:00,64.57,3.47,8.93,6.46,normal
PKG-L3,2026-06-10T15:21:00,60.22,3.29,12.23,7.47,normal
PKG-L3,2026-06-10T15:22:00,67.55,3.5,8.7,6.64,normal
PKG-L3,2026-06-10T15:23:00,61.85,2.83,10.33,6.66,normal
PKG-L3,2026-06-10T15:24:00,57.08,3.65,9.43,6.87,normal
PKG-L3,2026-06-10T15:25:00,73.3,2.65,7.97,6.71,normal
PKG-L3,2026-06-10T15:26:00,69.4,4.38,9.27,6.95,normal
PKG-L3,2026-06-10T15:27:00,63.14,3.14,13.14,6.35,normal
PKG-L3,2026-06-10T15:28:00,66.01,3.48,11.59,6.83,normal
PKG-L3,2026-06-10T15:29:00,66.23,2.97,10.77,6.7,normal
PKG-L3,2026-06-10T15:30:00,67.49,2.98,10.88,6.79,normal
PKG-L3,2026-06-10T15:31:00,69.5,3.17,8.73,7.18,normal
PKG-L3,2026-06-10T15:32:00,61.38,2.81,9.9,7.21,normal
PKG-L3,2026-06-10T15:33:00,56.46,5.08,11.56,6.87,normal
PKG-L3,2026-06-10T15:34:00,64.78,3.37,11.02,6.99,normal
PKG-L3,2026-06-10T15:35:00,67.22,3.25,10.3,6.75,normal
PKG-L3,2026-06-10T15:36:00,64.22,3.88,11.09,5.92,normal
PKG-L3,2026-06-10T15:37:00,67.62,3.32,10.48,6.68,normal
PKG-L3,2026-06-10T15:38:00,69.5,3.77,9.73,6.92,normal
PKG-L3,2026-06-10T15:39:00,61.11,2.37,9.87,7.06,normal
PKG-L3,2026-06-10T15:40:00,68.81,3.51,11.23,6.95,normal
PKG-L3,2026-06-10T15:41:00,62.43,3.46,11.3,7.03,normal
PKG-L3,2026-06-10T15:42:00,69.76,3.62,10.85,7.12,normal
PKG-L3,2026-06-10T15:43:00,64.89,2.67,10.34,6.58,normal
PKG-L3,2026-06-10T15:44:00,62.3,3.11,9.71,6.71,normal
PKG-L3,2026-06-10T15:45:00,57.43,3.33,10.5,6.55,normal
PKG-L3,2026-06-10T15:46:00,67.64,3.76,8.89,6.57,normal
PKG-L3,2026-06-10T15:47:00,61.92,2.64,11.33,6.74,normal
PKG-L3,2026-06-10T15:48:00,63.94,2.0,11.14,6.43,normal
PKG-L3,2026-06-10T15:49:00,65.24,3.37,11.86,6.41,normal
PKG-L3,2026-06-10T15:50:00,52.92,3.31,12.3,7.17,normal
PKG-L3,2026-06-10T15:51:00,65.84,2.91,11.31,6.51,normal
PKG-L3,2026-06-10T15:52:00,66.91,3.5,11.56,7.63,normal
PKG-L3,2026-06-10T15:53:00,66.57,2.89,10.47,6.27,normal
PKG-L3,2026-06-10T15:54:00,62.22,2.95,9.98,6.85,normal
PKG-L3,2026-06-10T15:55:00,61.71,3.87,10.5,6.8,normal
PKG-L3,2026-06-10T15:56:00,63.69,3.29,11.33,6.54,normal
PKG-L3,2026-06-10T15:57:00,62.37,3.02,9.15,6.55,normal
PKG-L3,2026-06-10T15:58:00,63.1,3.72,10.76,6.86,normal
PKG-L3,2026-06-10T15:59:00,68.4,3.12,10.89,6.77,normal
PKG-L3,2026-06-10T16:00:00,66.06,2.85,8.06,6.76,normal
PKG-L3,2026-06-10T16:01:00,70.69,3.76,11.47,7.17,normal
PKG-L3,2026-06-10T16:02:00,65.35,3.32,9.88,6.71,normal
PKG-L3,2026-06-10T16:03:00,67.46,3.92,10.36,6.66,normal
PKG-L3,2026-06-10T16:04:00,65.0,3.56,9.06,6.11,normal
PKG-L3,2026-06-10T16:05:00,62.8,2.47,9.99,6.76,normal
PKG-L3,2026-06-10T16:06:00,63.19,4.07,10.83,6.89,normal
PKG-L3,2026-06-10T16:07:00,67.49,2.52,11.54,6.78,normal
PKG-L3,2026-06-10T16:08:00,67.68,2.56,8.95,7.05,normal
PKG-L3,2026-06-10T16:09:00,66.51,2.66,9.63,7.14,normal
PKG-L3,2026-06-10T16:10:00,60.24,4.19,9.6,6.99,normal
PKG-L3,2026-06-10T16:11:00,63.69,3.56,9.96,6.75,normal
PKG-L3,2026-06-10T16:12:00,65.16,2.6,11.24,6.65,normal
PKG-L3,2026-06-10T16:13:00,64.09,2.6,7.94,6.74,normal
PKG-L3,2026-06-10T16:14:00,74.65,3.67,10.48,6.72,normal
PKG-L3,2026-06-10T16:15:00,65.09,3.53,9.32,7.13,normal
PKG-L3,2026-06-10T16:16:00,67.86,3.63,10.94,6.81,normal
PKG-L3,2026-06-10T16:17:00,67.69,3.56,10.15,6.63,normal
PKG-L3,2026-06-10T16:18:00,65.41,4.13,9.26,6.36,normal
PKG-L3,2026-06-10T16:19:00,65.66,3.23,10.67,6.87,normal
PKG-L3,2026-06-10T16:20:00,64.11,4.09,8.9,6.55,normal
PKG-L3,2026-06-10T16:21:00,64.59,2.21,10.32,7.3,normal
PKG-L3,2026-06-10T16:22:00,65.08,3.34,9.24,6.62,normal
PKG-L3,2026-06-10T16:23:00,63.5,3.01,11.78,6.97,normal
PKG-L3,2026-06-10T16:24:00,60.55,3.35,11.0,7.14,normal
PKG-L3,2026-06-10T16:25:00,71.32,2.59,9.69,6.42,normal
PKG-L3,2026-06-10T16:26:00,64.06,3.48,11.49,6.78,normal
PKG-L3,2026-06-10T16:27:00,63.72,3.29,9.66,7.43,normal
PKG-L3,2026-06-10T16:28:00,58.57,3.31,12.52,6.8,normal
PKG-L3,2026-06-10T16:29:00,64.24,2.99,10.32,7.21,normal
PKG-L3,2026-06-10T16:30:00,56.15,4.12,9.08,6.72,normal
PKG-L3,2026-06-10T16:31:00,63.28,3.55,8.9,6.94,normal
PKG-L3,2026-06-10T16:32:00,73.1,2.38,10.69,6.6,normal
PKG-L3,2026-06-10T16:33:00,66.7,3.21,9.86,6.95,normal
PKG-L3,2026-06-10T16:34:00,72.22,3.09,11.22,6.41,normal
PKG-L3,2026-06-10T16:35:00,61.17,3.48,11.98,6.91,normal
PKG-L3,2026-06-10T16:36:00,63.75,3.2,9.25,6.98,normal
PKG-L3,2026-06-10T16:37:00,68.53,2.93,10.03,6.88,normal
PKG-L3,2026-06-10T16:38:00,63.25,3.16,12.6,6.73,normal
PKG-L3,2026-06-10T16:39:00,63.57,2.81,11.24,6.75,normal
PKG-L3,2026-06-10T16:40:00,62.4,3.99,11.92,6.62,normal
PKG-L3,2026-06-10T16:41:00,57.53,3.8,9.82,7.04,normal
PKG-L3,2026-06-10T16:42:00,57.12,3.74,9.29,7.02,normal
PKG-L3,2026-06-10T16:43:00,65.06,2.63,10.09,7.01,normal
PKG-L3,2026-06-10T16:44:00,65.42,3.55,12.48,6.33,normal
PKG-L3,2026-06-10T16:45:00,71.47,3.26,9.6,6.4,normal
PKG-L3,2026-06-10T16:46:00,64.24,3.75,10.37,7.25,normal
PKG-L3,2026-06-10T16:47:00,59.2,3.19,9.25,6.91,normal
PKG-L3,2026-06-10T16:48:00,68.55,2.95,7.9,6.86,normal
PKG-L3,2026-06-10T16:49:00,66.75,3.44,11.74,6.48,normal
PKG-L3,2026-06-10T16:50:00,67.72,3.92,8.72,6.9,normal
PKG-L3,2026-06-10T16:51:00,62.98,3.15,10.85,6.65,normal
PKG-L3,2026-06-10T16:52:00,62.3,3.22,9.41,6.47,normal
PKG-L3,2026-06-10T16:53:00,67.72,2.51,11.17,6.94,normal
PKG-L3,2026-06-10T16:54:00,58.1,2.79,11.69,6.51,normal
PKG-L3,2026-06-10T16:55:00,63.14,3.48,11.28,6.72,normal
PKG-L3,2026-06-10T16:56:00,62.61,4.05,12.24,7.09,normal
PKG-L3,2026-06-10T16:57:00,65.34,2.72,9.67,6.96,normal
PKG-L3,2026-06-10T16:58:00,66.67,4.04,11.15,6.35,normal
PKG-L3,2026-06-10T16:59:00,69.21,2.6,10.12,6.88,normal
PKG-L3,2026-06-10T17:00:00,72.98,5.07,11.11,6.75,normal
PKG-L3,2026-06-10T17:01:00,67.14,3.73,10.18,7.34,normal
PKG-L3,2026-06-10T17:02:00,65.92,3.5,11.17,6.93,normal
PKG-L3,2026-06-10T17:03:00,68.36,2.83,9.94,6.47,normal
PKG-L3,2026-06-10T17:04:00,66.76,3.67,10.96,7.3,normal
PKG-L3,2026-06-10T17:05:00,64.98,3.6,9.41,6.68,normal
PKG-L3,2026-06-10T17:06:00,67.78,3.71,10.21,6.78,normal
PKG-L3,2026-06-10T17:07:00,58.93,2.99,11.39,6.97,normal
PKG-L3,2026-06-10T17:08:00,67.0,3.23,10.51,6.6,normal
PKG-L3,2026-06-10T17:09:00,67.8,3.45,10.99,6.64,normal
PKG-L3,2026-06-10T17:10:00,56.39,3.86,10.02,6.54,normal
PKG-L3,2026-06-10T17:11:00,67.77,2.96,11.56,6.99,normal
PKG-L3,2026-06-10T17:12:00,67.73,2.38,11.71,6.88,normal
PKG-L3,2026-06-10T17:13:00,63.52,3.29,8.72,6.92,normal
PKG-L3,2026-06-10T17:14:00,60.88,2.39,8.98,7.13,normal
PKG-L3,2026-06-10T17:15:00,62.48,4.12,9.96,6.29,normal
PKG-L3,2026-06-10T17:16:00,60.53,3.94,10.34,6.64,normal
PKG-L3,2026-06-10T17:17:00,65.64,3.5,11.62,7.23,normal
PKG-L3,2026-06-10T17:18:00,63.56,2.4,10.09,6.88,normal
PKG-L3,2026-06-10T17:19:00,61.14,2.63,10.84,6.79,normal
PKG-L3,2026-06-10T17:20:00,65.13,2.74,10.27,6.52,normal
PKG-L3,2026-06-10T17:21:00,68.56,3.82,8.65,6.52,normal
PKG-L3,2026-06-10T17:22:00,59.01,2.81,10.42,6.37,normal
PKG-L3,2026-06-10T17:23:00,61.31,2.6,10.71,6.82,normal
PKG-L3,2026-06-10T17:24:00,62.11,3.31,9.95,6.72,normal
PKG-L3,2026-06-10T17:25:00,71.69,4.0,9.2,7.05,normal
PKG-L3,2026-06-10T17:26:00,68.25,2.51,11.32,7.26,normal
PKG-L3,2026-06-10T17:27:00,60.51,2.65,11.52,6.88,normal
PKG-L3,2026-06-10T17:28:00,67.21,3.4,10.89,6.4,normal
PKG-L3,2026-06-10T17:29:00,69.19,3.9,10.27,6.79,normal
PKG-L3,2026-06-10T17:30:00,58.88,3.51,11.07,6.78,normal
PKG-L3,2026-06-10T17:31:00,69.5,3.0,11.06,6.49,normal
PKG-L3,2026-06-10T17:32:00,64.91,3.1,10.73,6.69,normal
PKG-L3,2026-06-10T17:33:00,64.47,3.7,10.06,6.32,normal
PKG-L3,2026-06-10T17:34:00,72.0,4.03,9.21,7.01,normal
PKG-L3,2026-06-10T17:35:00,62.99,3.36,10.79,6.73,normal
PKG-L3,2026-06-10T17:36:00,61.86,2.79,9.58,6.55,normal
PKG-L3,2026-06-10T17:37:00,64.73,2.77,11.18,7.25,normal
PKG-L3,2026-06-10T17:38:00,62.68,3.34,11.0,6.94,normal
PKG-L3,2026-06-10T17:39:00,65.3,3.65,10.98,6.43,normal
PKG-L3,2026-06-10T17:40:00,68.48,3.73,9.74,6.81,normal
PKG-L3,2026-06-10T17:41:00,67.73,3.07,11.57,7.51,normal
PKG-L3,2026-06-10T17:42:00,61.86,2.37,10.8,7.02,normal
PKG-L3,2026-06-10T17:43:00,64.08,4.07,9.16,7.01,normal
PKG-L3,2026-06-10T17:44:00,62.58,4.23,12.49,6.57,normal
PKG-L3,2026-06-10T17:45:00,62.8,3.72,10.11,6.79,normal
PKG-L3,2026-06-10T17:46:00,65.1,2.05,10.49,6.59,normal
PKG-L3,2026-06-10T17:47:00,63.03,4.07,9.24,7.04,normal
PKG-L3,2026-06-10T17:48:00,63.88,3.03,11.29,6.9,normal
PKG-L3,2026-06-10T17:49:00,67.28,3.78,10.17,6.62,normal
PKG-L3,2026-06-10T17:50:00,60.66,2.7,13.45,7.17,normal
PKG-L3,2026-06-10T17:51:00,59.6,2.41,10.98,6.96,normal
PKG-L3,2026-06-10T17:52:00,67.2,3.05,10.37,6.9,normal
PKG-L3,2026-06-10T17:53:00,65.34,1.87,10.27,6.54,normal
PKG-L3,2026-06-10T17:54:00,65.7,4.99,10.87,6.71,normal
PKG-L3,2026-06-10T17:55:00,68.69,3.49,10.92,6.98,normal
PKG-L3,2026-06-10T17:56:00,73.23,2.52,10.97,6.52,normal
PKG-L3,2026-06-10T17:57:00,67.22,2.65,10.08,6.71,normal
PKG-L3,2026-06-10T17:58:00,68.9,3.75,9.25,6.82,normal
PKG-L3,2026-06-10T17:59:00,62.16,2.44,10.28,6.71,normal
PKG-L3,2026-06-10T18:00:00,74.71,3.46,9.12,6.63,normal
PKG-L3,2026-06-10T18:01:00,69.09,4.45,8.91,6.24,normal
PKG-L3,2026-06-10T18:02:00,72.48,3.43,9.63,6.96,normal
PKG-L3,2026-06-10T18:03:00,54.46,3.2,10.83,7.08,normal
PKG-L3,2026-06-10T18:04:00,60.94,3.25,9.57,6.88,normal
PKG-L3,2026-06-10T18:05:00,61.42,2.96,9.5,7.0,normal
PKG-L3,2026-06-10T18:06:00,68.43,3.06,10.54,6.37,normal
PKG-L3,2026-06-10T18:07:00,63.8,3.17,13.12,6.47,normal
PKG-L3,2026-06-10T18:08:00,70.86,3.8,10.78,7.33,normal
PKG-L3,2026-06-10T18:09:00,66.49,3.43,10.45,7.17,normal
PKG-L3,2026-06-10T18:10:00,69.39,2.82,9.18,6.74,normal
PKG-L3,2026-06-10T18:11:00,61.8,3.16,11.74,6.66,normal
PKG-L3,2026-06-10T18:12:00,64.83,3.23,11.35,6.13,normal
PKG-L3,2026-06-10T18:13:00,62.57,3.33,11.7,6.65,normal
PKG-L3,2026-06-10T18:14:00,57.49,3.57,9.86,6.44,normal
PKG-L3,2026-06-10T18:15:00,62.5,3.09,9.9,6.14,normal
PKG-L3,2026-06-10T18:16:00,68.59,3.96,11.15,6.46,normal
PKG-L3,2026-06-10T18:17:00,64.19,3.2,11.1,7.0,normal
PKG-L3,2026-06-10T18:18:00,62.06,3.25,10.96,7.24,normal
PKG-L3,2026-06-10T18:19:00,67.82,3.67,10.58,7.22,normal
PKG-L3,2026-06-10T18:20:00,66.64,2.68,11.9,7.01,normal
PKG-L3,2026-06-10T18:21:00,63.23,2.91,10.8,6.94,normal
PKG-L3,2026-06-10T18:22:00,65.79,3.39,12.2,7.12,normal
PKG-L3,2026-06-10T18:23:00,65.76,3.76,9.47,6.92,normal
PKG-L3,2026-06-10T18:24:00,72.24,3.07,9.65,6.6,normal
PKG-L3,2026-06-10T18:25:00,60.64,2.73,10.13,6.38,normal
PKG-L3,2026-06-10T18:26:00,65.06,3.74,9.59,7.26,normal
PKG-L3,2026-06-10T18:27:00,67.04,3.82,9.84,7.06,normal
PKG-L3,2026-06-10T18:28:00,60.63,3.73,10.67,6.97,normal
PKG-L3,2026-06-10T18:29:00,60.3,2.66,11.1,6.52,normal
PKG-L3,2026-06-10T18:30:00,66.85,2.38,11.35,6.43,normal
PKG-L3,2026-06-10T18:31:00,67.21,3.58,9.8,6.97,normal
PKG-L3,2026-06-10T18:32:00,66.04,2.88,9.49,6.21,normal
PKG-L3,2026-06-10T18:33:00,66.4,2.26,10.6,6.72,normal
PKG-L3,2026-06-10T18:34:00,67.72,3.02,10.17,7.02,normal
PKG-L3,2026-06-10T18:35:00,66.34,3.39,10.97,6.34,normal
PKG-L3,2026-06-10T18:36:00,68.03,3.57,9.48,6.73,normal
PKG-L3,2026-06-10T18:37:00,64.84,3.12,10.83,7.23,normal
PKG-L3,2026-06-10T18:38:00,69.33,2.41,11.12,7.2,normal
PKG-L3,2026-06-10T18:39:00,66.55,3.85,12.51,7.11,normal
PKG-L3,2026-06-10T18:40:00,66.0,3.83,10.64,6.81,normal
PKG-L3,2026-06-10T18:41:00,63.59,4.14,9.68,7.26,normal
PKG-L3,2026-06-10T18:42:00,67.0,2.36,10.87,6.17,normal
PKG-L3,2026-06-10T18:43:00,67.5,3.73,9.91,6.84,normal
PKG-L3,2026-06-10T18:44:00,72.82,2.9,9.44,7.24,normal
PKG-L3,2026-06-10T18:45:00,72.85,3.2,11.51,7.2,normal
PKG-L3,2026-06-10T18:46:00,62.03,2.91,11.73,7.31,normal
PKG-L3,2026-06-10T18:47:00,67.25,2.67,12.49,6.64,normal
PKG-L3,2026-06-10T18:48:00,63.66,3.41,12.05,7.06,normal
PKG-L3,2026-06-10T18:49:00,66.66,3.48,10.54,6.97,normal
PKG-L3,2026-06-10T18:50:00,54.88,3.02,10.74,6.45,normal
PKG-L3,2026-06-10T18:51:00,66.55,3.08,12.26,7.27,normal
PKG-L3,2026-06-10T18:52:00,63.14,3.11,10.43,6.66,normal
PKG-L3,2026-06-10T18:53:00,65.78,2.75,9.37,6.99,normal
PKG-L3,2026-06-10T18:54:00,67.52,2.72,11.4,6.61,normal
PKG-L3,2026-06-10T18:55:00,66.01,3.69,10.47,6.94,normal
PKG-L3,2026-06-10T18:56:00,62.93,3.08,10.29,6.58,normal
PKG-L3,2026-06-10T18:57:00,64.29,2.27,10.01,6.71,normal
PKG-L3,2026-06-10T18:58:00,63.98,3.06,10.44,6.94,normal
PKG-L3,2026-06-10T18:59:00,68.5,2.81,9.3,6.49,normal
PKG-L3,2026-06-10T19:00:00,63.05,2.99,9.73,6.41,normal
PKG-L3,2026-06-10T19:01:00,63.18,3.31,11.1,6.63,normal
PKG-L3,2026-06-10T19:02:00,63.35,2.64,10.47,6.55,normal
PKG-L3,2026-06-10T19:03:00,67.29,2.13,10.14,6.89,normal
PKG-L3,2026-06-10T19:04:00,65.74,4.82,10.85,6.5,normal
PKG-L3,2026-06-10T19:05:00,64.62,2.13,10.42,6.55,normal
PKG-L3,2026-06-10T19:06:00,68.66,2.87,10.38,6.61,normal
PKG-L3,2026-06-10T19:07:00,71.96,3.01,12.33,7.04,normal
PKG-L3,2026-06-10T19:08:00,66.93,3.42,10.89,6.22,normal
PKG-L3,2026-06-10T19:09:00,63.88,3.71,10.45,6.38,normal
PKG-L3,2026-06-10T19:10:00,64.79,4.22,11.75,6.78,normal
PKG-L3,2026-06-10T19:11:00,68.81,2.98,8.8,6.52,normal
PKG-L3,2026-06-10T19:12:00,71.25,3.04,10.26,6.71,normal
PKG-L3,2026-06-10T19:13:00,72.62,4.18,12.72,6.75,normal
PKG-L3,2026-06-10T19:14:00,66.18,2.29,11.98,6.45,normal
PKG-L3,2026-06-10T19:15:00,65.87,2.54,9.91,6.55,normal
PKG-L3,2026-06-10T19:16:00,62.57,2.88,9.95,7.05,normal
PKG-L3,2026-06-10T19:17:00,60.58,3.33,11.72,6.65,normal
PKG-L3,2026-06-10T19:18:00,62.13,3.06,11.68,6.86,normal
PKG-L3,2026-06-10T19:19:00,62.88,3.49,9.4,7.0,normal
PKG-L3,2026-06-10T19:20:00,66.63,3.02,9.66,6.53,normal
PKG-L3,2026-06-10T19:21:00,67.14,3.94,9.86,6.94,normal
PKG-L3,2026-06-10T19:22:00,56.65,2.85,10.47,6.53,normal
PKG-L3,2026-06-10T19:23:00,61.25,2.8,10.79,6.74,normal
PKG-L3,2026-06-10T19:24:00,56.05,1.93,9.89,6.94,normal
PKG-L3,2026-06-10T19:25:00,54.01,2.9,9.97,7.22,normal
PKG-L3,2026-06-10T19:26:00,63.46,3.43,10.64,6.16,normal
PKG-L3,2026-06-10T19:27:00,68.07,3.33,11.01,7.98,normal
PKG-L3,2026-06-10T19:28:00,56.66,4.23,10.21,6.89,normal
PKG-L3,2026-06-10T19:29:00,64.82,2.95,9.93,6.9,normal
PKG-L3,2026-06-10T19:30:00,58.93,3.65,10.08,6.46,normal
PKG-L3,2026-06-10T19:31:00,63.2,3.95,9.96,6.91,normal
PKG-L3,2026-06-10T19:32:00,62.08,3.65,11.19,7.35,normal
PKG-L3,2026-06-10T19:33:00,64.3,3.6,10.6,7.19,normal
PKG-L3,2026-06-10T19:34:00,62.12,3.65,10.31,6.78,normal
PKG-L3,2026-06-10T19:35:00,65.37,3.35,10.38,6.86,normal
PKG-L3,2026-06-10T19:36:00,71.31,3.79,11.37,6.66,normal
PKG-L3,2026-06-10T19:37:00,61.44,3.77,11.38,7.24,normal
PKG-L3,2026-06-10T19:38:00,62.58,3.06,8.86,6.68,normal
PKG-L3,2026-06-10T19:39:00,68.99,2.92,11.14,6.74,normal
PKG-L3,2026-06-10T19:40:00,66.3,2.51,10.59,5.9,normal
PKG-L3,2026-06-10T19:41:00,64.25,2.22,11.71,7.03,normal
PKG-L3,2026-06-10T19:42:00,66.87,4.11,9.55,7.32,normal
PKG-L3,2026-06-10T19:43:00,68.73,3.06,11.64,6.47,normal
PKG-L3,2026-06-10T19:44:00,61.7,2.83,9.97,6.48,normal
PKG-L3,2026-06-10T19:45:00,69.89,3.04,10.85,6.63,normal
PKG-L3,2026-06-10T19:46:00,57.72,3.36,8.59,6.78,normal
PKG-L3,2026-06-10T19:47:00,59.53,4.39,11.41,6.83,normal
PKG-L3,2026-06-10T19:48:00,70.05,2.69,11.04,6.86,normal
PKG-L3,2026-06-10T19:49:00,66.06,3.96,11.23,6.89,normal
PKG-L3,2026-06-10T19:50:00,58.38,2.62,10.38,6.83,normal
PKG-L3,2026-06-10T19:51:00,60.48,4.65,12.02,6.98,normal
PKG-L3,2026-06-10T19:52:00,65.29,3.07,9.55,6.82,normal
PKG-L3,2026-06-10T19:53:00,66.03,2.45,10.83,6.75,normal
PKG-L3,2026-06-10T19:54:00,57.37,2.68,10.09,7.37,normal
